"Cluster.ID","Ind.ID","BATCH","OR","OR1","OR0"
1,1,72,0.531998774936118,0.652560891305981,0.531998774936118
1,2,72,0.61798390600041,0.61798390600041,0.449334649185768
1,3,72,0.446668306328621,0.615447117612572,0.446668306328621
1,4,72,0.91621551830624,0.91621551830624,0.88845167911926
1,5,72,0.592429118872413,0.592429118872413,0.460958218959111
1,6,72,0.602587275203305,0.602587275203305,0.471794423731037
1,7,72,0.797226375831557,0.847977895581434,0.797226375831557
1,8,72,0.652560891305981,0.652560891305981,0.531998774936118
1,9,72,0.471269197500858,0.602321708244957,0.471269197500858
1,10,72,0.839131141765315,0.839131141765315,0.784429540019837
1,11,72,0.663482647158572,0.663482647158572,0.543875438507984
1,12,72,0.558635210439417,0.653894984746433,0.558635210439417
1,13,72,0.595253896100119,0.595253896100119,0.464182307184998
1,14,72,0.534533536067334,0.654833673919305,0.534533536067334
1,15,72,0.504951159408775,0.67852305957218,0.504951159408775
1,16,72,0.753833457900943,0.753833457900943,0.683156263124372
1,17,72,0.88845167911926,0.91621551830624,0.88845167911926
1,18,72,0.654833673919305,0.654833673919305,0.534533536067334
1,19,72,0.749235321518631,0.834965805262385,0.749235321518631
1,20,72,0.595253896100119,0.595253896100119,0.464182307184998
1,21,72,0.461520682717633,0.592739658736153,0.461520682717633
1,22,72,0.494708432709693,0.622622637018856,0.494708432709693
1,23,72,0.654833673919305,0.654833673919305,0.534533536067334
1,24,72,0.446668306328621,0.615447117612572,0.446668306328621
1,25,72,0.893907752497464,0.92114369395341,0.893907752497464
1,26,72,0.654833673919305,0.654833673919305,0.534533536067334
1,27,72,0.84951461606759,0.84951461606759,0.799121893937589
1,28,72,0.534533536067334,0.654833673919305,0.534533536067334
1,29,72,0.88848119020197,0.916830737889867,0.88848119020197
1,30,72,0.578634745338625,0.693265569243127,0.578634745338625
1,31,72,0.909473794594396,0.909473794594396,0.879255958393432
1,32,72,0.635983362056388,0.725683460279349,0.635983362056388
1,33,72,0.666567172596525,0.666567172596525,0.53113848043074
2,34,72,0.77182009626394,0.77182009626394,0.70928147060087
2,35,72,0.587615845739343,0.682444261652188,0.587615845739343
2,36,72,0.662673735114756,0.662673735114756,0.513035811364336
2,37,72,0.72032300862636,0.780534169690792,0.72032300862636
2,38,72,0.522484427833664,0.671362331758177,0.522484427833664
2,39,72,0.587615845739343,0.682444261652188,0.587615845739343
2,40,72,0.77810685437761,0.840468100504601,0.77810685437761
2,41,72,0.660524138514664,0.660524138514664,0.564370138005665
2,42,72,0.738530066262914,0.738530066262914,0.664791436144089
2,43,72,0.609574011212577,0.701153028035647,0.609574011212577
2,44,72,0.692313591031237,0.76507750611237,0.692313591031237
2,45,72,0.89394514569636,0.89394514569636,0.861202456648793
2,46,72,0.911396103075225,0.93226909907161,0.911396103075225
2,47,72,0.680391966411162,0.758561916929915,0.680391966411162
2,48,72,0.909302012566188,0.909302012566188,0.877701751041726
2,49,72,0.76850650496315,0.76850650496315,0.691119858837387
2,50,72,0.693808025342795,0.788544505805011,0.693808025342795
2,51,72,0.910667656494272,0.930792049290209,0.910667656494272
2,52,72,0.666437402304746,0.747248069237671,0.666437402304746
2,53,72,0.762294314025243,0.762294314025243,0.683721190979015
2,54,72,0.834960600034345,0.834960600034345,0.793299567802589
3,55,72,0.887498804306711,0.887498804306711,0.817784537852653
3,56,72,0.95108994888076,0.95956717729113,0.95108994888076
3,57,72,0.881123855172155,0.881123855172155,0.83459631622547
3,58,72,0.877415743185141,0.877415743185141,0.827825624255619
3,59,72,0.7974071087117,0.862983467959862,0.7974071087117
3,60,72,0.87605227344181,0.87605227344181,0.826079409000352
3,61,72,0.827825624255619,0.877415743185141,0.827825624255619
3,62,72,0.826079409000352,0.87605227344181,0.826079409000352
3,63,72,0.817784537852653,0.887498804306711,0.817784537852653
3,64,72,0.862983467959862,0.862983467959862,0.7974071087117
3,65,72,0.877415743185141,0.877415743185141,0.827825624255619
3,66,72,0.7974071087117,0.862983467959862,0.7974071087117
3,67,72,0.878037719362547,0.878037719362547,0.803549207405303
3,68,72,0.782426400486215,0.865346269686548,0.782426400486215
3,69,72,0.758172532509717,0.827480924459378,0.758172532509717
3,70,72,0.840954156322282,0.840954156322282,0.761770205366177
3,71,72,0.855600389401718,0.855600389401718,0.79360901200933
3,72,72,0.855600389401718,0.855600389401718,0.79360901200933
3,73,72,0.853984501771266,0.853984501771266,0.791582371963452
3,74,72,0.870543156451388,0.870543156451388,0.81371495416583
3,75,72,0.865346269686548,0.865346269686548,0.782426400486215
3,76,72,0.746904788891351,0.840714800083815,0.746904788891351
3,77,72,0.806613706742343,0.864273993423263,0.806613706742343
3,78,72,0.840954156322282,0.840954156322282,0.761770205366177
3,79,72,0.851476457107808,0.851476457107808,0.789301304164525
3,80,72,0.855600389401718,0.855600389401718,0.79360901200933
3,81,72,0.854340396261416,0.897332170902165,0.854340396261416
3,82,72,0.872493854423178,0.872493854423178,0.795517450488909
3,83,72,0.786025138863072,0.875615151293656,0.786025138863072
3,84,72,0.781829793080552,0.863218584556714,0.781829793080552
4,85,72,0.859279512800673,0.907407728566004,0.859279512800673
4,86,72,0.869865371874544,0.869865371874544,0.804869506535367
4,87,72,0.905487727225913,0.905487727225913,0.848406165947264
4,88,72,0.848406165947264,0.905487727225913,0.848406165947264
4,89,72,0.848406165947264,0.905487727225913,0.848406165947264
4,90,72,0.909713554776721,0.909713554776721,0.855681949677098
4,91,72,0.846392559677886,0.902537813311332,0.846392559677886
4,92,72,0.908828712565096,0.908828712565096,0.861253243749931
4,93,72,0.908828712565096,0.908828712565096,0.861253243749931
4,94,72,0.904117969066287,0.904117969066287,0.848295839257827
4,95,72,0.861253243749931,0.908828712565096,0.861253243749931
4,96,72,0.799923388840084,0.874320122172813,0.799923388840084
4,97,72,0.807646420932459,0.87186286556695,0.807646420932459
4,98,72,0.804869506535367,0.869865371874544,0.804869506535367
4,99,72,0.870705306506169,0.870705306506169,0.804988765692428
4,100,72,0.869865371874544,0.869865371874544,0.804869506535367
5,101,72,0.911169549080234,0.911169549080234,0.875137583999973
5,102,72,0.910432739929424,0.910432739929424,0.869077590413212
5,103,72,0.905050005580347,0.905050005580347,0.866117197699549
5,104,72,0.869077590413212,0.910432739929424,0.869077590413212
5,105,72,0.910432739929424,0.910432739929424,0.869077590413212
5,106,72,0.600647656203208,0.600647656203208,0.458427622263466
5,107,72,0.865408520256097,0.917194231884819,0.865408520256097
5,108,72,0.786684799286821,0.85302065946892,0.786684799286821
5,109,72,0.539815774557243,0.539815774557243,0.432527474914818
