"Cluster.ID","Ind.ID","BATCH","OR","OR1","OR0"
1,1,294,60.0445400610668,60.0445400610668,57.621595429749
1,2,294,62.7469922265144,62.7469922265144,61.1751376879042
1,3,294,56.5080531874854,56.5080531874854,54.4165271623619
1,4,294,52.2057902480942,52.2057902480942,50.3855972703296
1,5,294,62.0280256011245,62.0280256011245,60.473096795426
1,6,294,55.8225816523798,55.8225816523798,53.907087322555
1,7,294,49.8750842066462,49.8750842066462,48.4343240034897
1,8,294,61.9287313337787,61.9287313337787,60.1236420951529
1,9,294,49.4296343713955,49.4296343713955,47.9211149276334
1,10,294,59.73048432491,59.73048432491,57.6675199857081
1,11,294,56.3233955882422,56.3233955882422,54.5813473353954
1,12,294,59.7437142683249,59.7437142683249,57.709999293168
1,13,294,51.4856928457827,51.4856928457827,49.9721353794978
1,14,294,54.4963120227119,54.4963120227119,52.7075619507619
2,15,294,45.7235536687839,45.7235536687839,45.0891348478528
2,16,294,52.0218231116338,52.0218231116338,50.188260010655
2,17,294,42.1750917515327,42.9814785853608,42.1750917515327
2,18,294,41.8607381779151,41.8607381779151,41.436847009487
2,19,294,54.0484984340344,54.0484984340344,53.3235853367882
2,20,294,51.4380337140151,51.4380337140151,49.5823990845911
2,21,294,48.5667513426631,48.5667513426631,47.6002507553443
2,22,294,46.5361919771018,46.5361919771018,44.8253061447842
2,23,294,44.0684670727853,44.7360849265337,44.0684670727853
2,24,294,43.0741699933457,43.0741699933457,42.7580694642339
2,25,294,43.2746544402721,43.2746544402721,42.8675030751053
2,26,294,45.5700932489486,45.5700932489486,44.7066786572382
2,27,294,55.3700278411383,55.3700278411383,53.8013774415901
2,28,294,44.5093438630907,45.02299688485,44.5093438630907
2,29,294,46.5305454433746,46.5305454433746,45.288469131309
2,30,294,46.7966263949511,46.7966263949511,44.9723862513315
2,31,294,54.6096330772885,54.6096330772885,53.6250101468559
2,32,294,50.3678470596355,50.3678470596355,49.2286431357087
2,33,294,53.8600759630209,53.8600759630209,52.4669483158804
2,34,294,51.0116675149618,52.3936117031616,51.0116675149618
2,35,294,46.7991983684144,46.7991983684144,45.5986208844411
2,36,294,46.4084910160884,46.4084910160884,45.1420631038063
3,37,294,46.7158877458438,46.7158877458438,45.6766375489915
3,38,294,47.0193542283878,47.0193542283878,46.3967100140629
3,39,294,39.5409281182334,40.5778798020675,39.5409281182334
3,40,294,48.7341306298639,48.7341306298639,48.0036272180642
3,41,294,44.7887716608783,44.7887716608783,43.2707165935913
3,42,294,43.7724053364482,44.4266782504633,43.7724053364482
3,43,294,45.9218122965347,45.9218122965347,44.5681602572286
3,44,294,49.1730219068289,49.1730219068289,48.7375770985542
3,45,294,46.5813497087927,46.5813497087927,45.0378827464419
3,46,294,46.5301090952705,47.7725376183056,46.5301090952705
3,47,294,48.0182927434216,49.196048731291,48.0182927434216
3,48,294,41.5329942775787,41.5329942775787,40.9388686507153
3,49,294,43.1793319052099,43.7320881753047,43.1793319052099
3,50,294,45.8167223155858,45.8167223155858,45.497090675083
3,51,294,44.7130630984525,44.7130630984525,44.0249674751486
3,52,294,43.8380956755612,44.5614423660751,43.8380956755612
3,53,294,40.4520516740453,40.4520516740453,40.1954802165812
3,54,294,39.4801547791515,39.5465098683164,39.4801547791515
3,55,294,43.1231951360094,43.1231951360094,42.2022204047794
3,56,294,42.0067396657042,42.0067396657042,41.2517548946442
3,57,294,45.3029451678724,45.3029451678724,44.3515538247927
3,58,294,44.5515457140423,44.5515457140423,43.0779565923854
4,59,294,48.5488302793295,48.5488302793295,47.1359366380889
4,60,294,50.3353039156241,50.3353039156241,48.9549684100302
4,61,294,53.4298870184335,54.6797582550947,53.4298870184335
4,62,294,49.9841545620565,49.9841545620565,48.7091657025474
4,63,294,44.7937333277213,44.7937333277213,43.4705922386789
4,64,294,44.1969224853096,45.6356451887635,44.1969224853096
4,65,294,46.4705676467514,47.9796171225008,46.4705676467514
4,66,294,46.7160677965802,46.7160677965802,45.3070454334889
4,67,294,45.3629929818235,45.3629929818235,44.0338112948336
4,68,294,41.6556665703347,41.6556665703347,40.5114635567152
4,69,294,54.4052662487184,54.4052662487184,52.8771366967429
4,70,294,44.5215840085471,45.8642163204428,44.5215840085471
4,71,294,44.0611144606174,44.0611144606174,42.8222755455239
4,72,294,37.1095619837108,38.4631025870527,37.1095619837108
4,73,294,55.7144452614377,55.7144452614377,54.9096611564699
4,74,294,46.8998653364414,48.1300746112029,46.8998653364414
4,75,294,40.0079530587567,41.5425661492847,40.0079530587567
4,76,294,36.9331822653925,38.2586990305093,36.9331822653925
4,77,294,50.0653876044118,50.0653876044118,48.6748557522215
4,78,294,38.9355539007438,38.9355539007438,37.7663951603555
4,79,294,38.4342045509891,39.7572327463326,38.4342045509891
4,80,294,36.1988960069483,36.1988960069483,35.0776608379806
4,81,294,46.6554315082439,46.6554315082439,45.7569648269997
4,82,294,46.194008362616,46.194008362616,45.019927924315
5,83,294,57.4999534443338,57.4999534443338,56.8779027959861
5,84,294,55.1260575844428,55.1260575844428,54.1843277597224
5,85,294,53.1831390309832,54.0836380637339,53.1831390309832
5,86,294,54.9556080729195,54.9556080729195,53.6387837175292
5,87,294,48.8288386031297,49.6472375930444,48.8288386031297
5,88,294,56.7097150870827,56.7097150870827,55.9585630957751
5,89,294,45.683814203573,47.3310784573558,45.683814203573
5,90,294,55.1195156284123,55.1195156284123,54.4316928834067
5,91,294,48.9693393476627,48.9693393476627,47.302936254937
5,92,294,54.214696610249,54.214696610249,52.6474825418201
5,93,294,50.5131005011452,50.5131005011452,48.9944267111377
5,94,294,53.1561735138963,53.1561735138963,51.9289608221111
5,95,294,60.393958845212,60.393958845212,59.8533415919283
5,96,294,51.9895450089118,51.9895450089118,50.9193778147509
5,97,294,48.7758387841816,48.7758387841816,47.1935143452578
5,98,294,48.5239724573522,49.1827683040971,48.5239724573522
5,99,294,60.226431810306,60.226431810306,59.4194138470847
5,100,294,60.6774782630043,60.6774782630043,60.0405962242381
5,101,294,53.7388634765313,53.7388634765313,52.8521891404007
