"Cluster.ID","Ind.ID","BATCH","OR","OR1","OR0"
1,1,281,60.7084910979259,60.7084910979259,58.0663248862522
1,2,281,63.1811226329412,63.1811226329412,60.1532337078653
1,3,281,57.7000463186922,57.7000463186922,55.1528066203878
1,4,281,52.6106199065391,52.6106199065391,51.3250013005013
1,5,281,62.7651559752625,62.7651559752625,59.8691629565352
1,6,281,55.0899378593289,55.0899378593289,53.2889553975862
1,7,281,50.368323265983,50.368323265983,48.9750793161651
1,8,281,64.177174097126,64.177174097126,61.5835315121469
1,9,281,49.0955302008513,49.0955302008513,48.1644636636637
1,10,281,60.4770028078431,60.4770028078431,57.770532946205
1,11,281,58.1513297265846,58.1513297265846,55.9071473067964
1,12,281,59.9171049815196,59.9171049815196,57.8361888699896
1,13,281,52.4872142110662,52.4872142110662,51.5727448128248
1,14,281,55.374003773321,55.374003773321,53.3984557383008
2,15,281,47.501134381139,47.501134381139,45.7949772102476
2,16,281,50.9454868618751,50.9454868618751,49.3501631511208
2,17,281,40.0683583231095,41.9224261985059,40.0683583231095
2,18,281,41.6792566030788,41.6792566030788,39.9473429225737
2,19,281,53.164641266822,53.164641266822,51.6313786310649
2,20,281,50.5081640407166,50.5081640407166,48.6623958769501
2,21,281,49.0399060306016,49.0399060306016,47.3168370533253
2,22,281,46.7024546885339,46.7024546885339,45.2114701776401
2,23,281,43.1817133110829,44.6854188082847,43.1817133110829
2,24,281,42.327495252078,42.327495252078,41.1190401056514
2,25,281,42.8256003206154,42.8256003206154,41.5347279159212
2,26,281,45.5128253953761,45.5128253953761,44.0561103384942
2,27,281,54.0440697646079,54.0440697646079,52.3001642273003
2,28,281,42.7807312748361,44.3377543647588,42.7807312748361
2,29,281,46.4158811609691,46.4158811609691,44.5696979019883
2,30,281,47.1425716498526,47.1425716498526,45.5056100377697
2,31,281,53.9631893427714,53.9631893427714,52.6963362572612
2,32,281,48.9274922836855,48.9274922836855,47.1864130792734
2,33,281,52.7854675819314,52.7854675819314,51.0721796201146
2,34,281,48.5363690683866,50.2059637492114,48.5363690683866
2,35,281,46.2027126403993,46.2027126403993,44.5609287919204
2,36,281,46.9005550553891,46.9005550553891,45.0515900605138
